Record_ID,Year,Month,Month_Name,Quarter,Branch_Zone,State,Segment,KPI_Name,Budget_INR_Lakhs,Actual_INR_Lakhs,Variance_INR_Lakhs,Variance_Pct,Target_Achieved,RM_Responsible,Last_Updated
BA01170,2025,9,Sep,Q3,South Zone,Gujarat,RETAIL BANKING,Profit Before Tax,294.2,330.86,Rs.36.66,12.46,yes,Rajesh Sharma,13-01-2025
BA01171,2011,7,Jul,Q3,  Central Zone,GUJARAT,Retail Banking,TOTAL DEPOSITS,3233.55,2458.84,Rs.-774.71,-23.96%,No,Amit Patel,24-07-2011
BA01172,2023,5,May,Q2,NORTH ZONE,Telangana,  SME Banking,Recovery Amount,3536.95,3174.07,-362.88,-10.26%,No,Sunita Rao,09-Jul-24
BA01173,2018,3,March,Q1,Central Zone,Delhi,NRI Banking,OPERATING EXPENSE,957.27,805.44,-151.83,-15.86%,No,Nitin Joshi,24-06-2018
BA01174,2020,1,January,Q1,South Zone,West Bengal,retail banking,  Net Interest Income,2184.89,2661.44,476.55,21.81%,Yes,Meena Iyer,24-01-2020
BA01175,2020,2,Feb,Q1,Central Zone,Haryana,Retail Banking,Net Interest Income,4219.73,3125.34,-1094.39,-25.94%,No,Rajesh Sharma,24-02-2020
BA01176,2011,9,9,Q3,East Zone,Karnataka,Corporate Banking,Fee Income,2703.93,3031.42,327.49,12.11%,Yes,Mohan Das,10-03-2018
BA01177,2017,7,JULY,Q3,Central Zone,Uttar Pradesh,PRIORITY BANKING,New Customer Acquisition,Rs.441.53,341.45,-100.08,-22.67,No,Priya Nair,03-Jul-25
BA01178,2023,8,August,Q3,EAST ZONE,DELHI,SME Banking,Total Deposits,1731.7,1978.77,247.07,14.27%,Yes,Ramesh Yadav,10-04-2025
BA01179,2022,6,Jun,Q2,North Zone,Rajasthan,retail banking,Recovery Amount,2552.28,2105.52,Rs.-446.76,-17.50%,No,Lalita Devi,15-05-2024
BA01180,2025,2,February,Q1,Central Zone,Uttar Pradesh,NRI Banking,Net Interest Income,935.93,Rs.1175.49,239.56,25.60%,Yes,Sanjay Gupta,14-05-2025
BA01181,2010,6,June,Q2,North Zone,Odisha,  Corporate Banking,  Total Disbursement,3047.43,3002.69,-44.74,-1.47%,No,MOHAN DAS,12-09-2025
BA01182,2017,8,Aug,Q3,SOUTH ZONE,Uttar Pradesh,RETAIL BANKING,Operating Expense,Rs.3385.21,3745.03,359.82,10.63%,Yes,kavitha subramanian,30-Oct-17
BA01183,2016,5,May,Q2,North Zone,Haryana,priority banking,Total Deposits,1957.48,2175.89,218.41,11.16%,Yes,VIJAY KUMAR,24-05-2016
BA01184,2023,9,September,Q3,South Zone,Haryana,SME BANKING,  Recovery Amount,736.25,773.49,37.24,5.06,Yes,RAJESH SHARMA,18-09-2025
BA01185,2020,5,May,Q2,South Zone,Tamil Nadu,SME Banking,Total Deposits,264.69,289.31,24.62,9.30%,Yes,Sanjay Gupta,13-12-2025
BA01186,2025,11,November,Q4,West Zone,Odisha,Retail Banking,New Customer Acquisition,458.83,514.24,55.41,12.08%,Yes,NITIN JOSHI,18-09-2025
BA01187,2013,7,July,Q3,South Zone,Karnataka,Retail Banking,Total Disbursement,1357.28,1519.09,161.81,11.92%,Yes,Arun Mehta,15-02-2013
BA01188,2020,11,November,Q4,South Zone,Gujarat,Retail Banking,Total Disbursement,3122.436,2602.03,-594.36,-18.59%,No,ARUN MEHTA,03-04-2022
BA01189,2011,7,July,Q3,East Zone,punjab,SME Banking,OPERATING EXPENSE,2291.91,2671.5,379.59,16.56%,Yes,arun mehta,24-07-2011
BA01190,2015,3,March,Q1,North Zone,Uttar Pradesh,SME Banking,Total Deposits,2009.82,1653.71,-356.11,-17.72%,YES ,Lalita Devi,30-Jun-16
BA01191,2011,11,November,Q4,West Zone,Punjab,Corporate Banking,Fee Income,3775.78,4052.18,276.4,7.32%,Yes,arun mehta,24-11-2011
BA01192,2025,2,February,Q1,West Zone,Kerala,  Corporate Banking,Total Deposits,1734.02,Rs.2106.65,372.63,21.49%,Yes,Anita Bose,24-02-2025
BA01193,2013,7,Jul,Q3,central zone,Telangana,NRI Banking,recovery amount,Rs.1040.64,848.65,-191.99,-18.45%,No,Deepa Krishnan,13-Aug-16
BA01194,2018,1,1,Q1,East Zone,Andhra Pradesh,SME Banking,Operating Expense,1679.8,1970.16,290.36,17.29%,Yes,Anita Bose,27-05-2021
BA01195,2017,11,November,Q4,South Zone,Haryana,retail banking,Net Interest Income,4467.57,5160.06,692.49,15.50%,Yes,Kavitha Subramanian,08-06-2018
BA01196,2010,9,September,Q3,North Zone,West Bengal,SME Banking,Fee Income,672.31,572.48,-99.83,-14.85%,No,Vijay Kumar,08-02-2013
BA01197,2015,1,JANUARY,Q1,East Zone,delhi,Corporate Banking,Profit Before Tax,4990.81,4142.9,-847.91,-16.99%,No,  Amit Patel,14-07-2019
BA01198,2014,7,July,Q3,North Zone,Telangana,SME Banking,OPERATING EXPENSE,3095.25,2647.75,-447.5,-14.46%,No,Lalita Devi,01-08-2015
BA01199,2015,6,June,Q2,North Zone,Kerala,NRI Banking,Cross Sell Revenue,352.51,287.52,-64.99,-18.44%,No,Meena Iyer,24-06-2015
BA01200,2021,1,Jan,Q1,Central Zone,Rajasthan,SME Banking,new customer acquisition,4611.66,4359.08,-252.58,-5.48%,No,Amit Patel,24-01-2021
